-2.050821596	2.050463549	-1.727426986	1.75753979
-3.627174002	6.789005649	-1.971815554	1.861836868
-2.73353804	1.876779638	-1.041819228	2.191816198
-2.614747457	3.794341278	-1.960671369	1.758537439
-2.850803009	3.360759224	-1.466781491	1.886002993
-2.089100898	1.972291863	-1.538692139	1.669530574
-3.172916298	3.848068979	-1.427518763	2.099778486
-2.534976515	2.906499696	-1.542691414	1.730029867
-3.329676073	4.622512995	-1.559208993	2.067087188
-2.522548983	3.438973147	-1.888726263	1.747167414
-2.192723051	1.519545916	-1.14593491	1.755593736
-3.053870269	5.001950136	-1.926792981	1.742054688
-2.972246956	2.312457917	-1.08822278	2.322404993
-3.180620832	5.009331968	-1.792674119	1.819715758
-2.858665684	2.31205031	-1.12625306	2.194610405
-2.960414628	4.283621565	-1.727524294	1.783578376
-3.572895768	4.775116445	-1.471093694	2.319368004
-2.284246683	2.522018019	-1.642749835	1.694807921
-2.319738588	2.094057763	-1.336178338	1.725816949
-2.363248917	2.69052635	-1.634434691	1.695661966
-2.867738449	3.468547526	-1.49382512	1.875724459
-2.929245712	4.726726624	-1.967732267	1.731761377
-2.949060087	4.088345816	-1.660825056	1.81069148
-2.16980412	2.455978633	-1.882981587	1.828035095
-2.506474433	2.067603587	-1.199441127	1.893638277
-2.140210228	2.323353363	-1.79825083	1.779746932
-3.892320645	4.954972305	-1.3817695	2.673855334
-2.36302459	2.85878359	-1.761296218	1.722928438
-2.215958089	1.471789269	-1.110190078	1.788690505
-3.475004311	2.669296228	-1.039567097	2.796026154
